,Open Bid_x,Open Bid_y,Open Ask_y,Short Swap USDPLN,Long Swap USDPLN
2008-12-01,0.9,5.84,6.04,0.005858585858585858,-0.007514619883040936
2008-12-02,1.15,5.7,5.9,0.00386904761904762,-0.006136950904392766
2008-12-03,1.1,5.81,6.01,0.005446859903381642,-0.006494708994708994
2008-12-04,0.6,5.81,6.01,0.006230158730158729,-0.00939236111111111
2008-12-05,0.6,5.81,6.01,0.006230158730158729,-0.00939236111111111
2008-12-06,0.75,5.8,6.0,0.006666666666666666,-0.008333333333333333
2008-12-07,0.75,5.8,6.0,0.006666666666666666,-0.008333333333333333
2008-12-08,-0.85,5.75,5.95,0.006597222222222222,-0.1259259259259259
2008-12-09,0.4,5.74,5.94,0.007623456790123457,-0.010992063492063492
2008-12-10,0.17,5.69,5.89,0.00796403339755941,-0.013580246913580249
2008-12-11,0.1,5.71,5.91,0.0032347670250896057,-0.01467171717171717
2008-12-12,0.2,5.72,5.92,0.007592592592592592,-0.01324074074074074
2008-12-13,0.25,5.73,5.93,0.0065694444444444455,-0.01262222222222222
2008-12-14,0.25,5.73,5.93,0.0065694444444444455,-0.01262222222222222
2008-12-15,0.2,5.7,5.9,0.008854166666666666,-0.013194444444444446
2008-12-16,0.1,5.71,5.91,0.009648148148148149,-0.01467171717171717
2008-12-17,0.1,5.45,5.65,0.012152777777777778,-0.014015151515151513
2008-12-18,0.2,5.68,5.87,0.008819444444444444,-0.013125000000000001
2008-12-19,0.1,5.62,5.82,0.009481481481481481,-0.014444444444444446
2008-12-20,0.25,5.65,5.85,0.006458333333333334,-0.012444444444444444
2008-12-21,0.25,5.65,5.85,0.006458333333333334,-0.012444444444444444
2008-12-22,0.05,5.62,5.82,0.0032513661202185793,-0.015264550264550265
2008-12-23,0.5,5.65,5.85,0.006458333333333334,-0.009907407407407406
2008-12-24,0.35,4.91,5.11,0.0028831417624521076,-0.009794238683127572
2008-12-25,0.1,5.1,5.3,0.010256410256410255,-0.01313131313131313
2008-12-26,0.1,5.1,5.3,0.010256410256410255,-0.01313131313131313
2008-12-27,0.25,5.1,5.3,0.005694444444444444,-0.011222222222222222
2008-12-28,0.25,5.1,5.3,0.005694444444444444,-0.011222222222222222
2008-12-29,0.25,5.1,5.3,0.006904761904761904,-0.011222222222222222
2008-12-30,0.5,5.25,5.44,0.006359649122807018,-0.00914814814814815
2008-12-31,0.03,5.2,5.4,0.002906123945727907,-0.01448220064724919
2009-01-01,0.25,5.2,5.4,0.005833333333333334,-0.011444444444444445
2009-01-02,0.3,5.21,5.41,0.00800347222222222,-0.01091880341880342
2009-01-03,0.43,5.2,5.4,0.007788002726653034,-0.009654234654234655
2009-01-04,0.25,5.2,5.4,0.005833333333333334,-0.011444444444444445
2009-01-05,0.05,5.21,5.41,0.009999999999999998,-0.01417989417989418
2009-01-06,0.2,5.15,5.65,0.009424603174603176,-0.012615740740740742
2009-01-07,0.2,5.05,5.25,0.008425925925925925,-0.011689814814814816
2009-01-08,0.1,5.05,5.55,0.010149572649572648,-0.013762626262626261
2009-01-09,0.2,5.01,5.21,0.008351851851851852,-0.011597222222222222
2009-01-10,0.05,5.0,5.5,0.010555555555555556,-0.014417989417989416
2009-01-11,0.25,5.0,5.5,0.005555555555555556,-0.011666666666666667
2009-01-12,0.05,5.01,5.2,0.009588477366255144,-0.013624338624338626
2009-01-13,0.1,5.04,5.24,0.009206349206349208,-0.01297979797979798
2009-01-14,0.05,5.01,5.21,0.009588477366255144,-0.01365079365079365
2009-01-15,0.1,5.01,5.21,0.009146825396825396,-0.012904040404040402
2009-01-16,0.15,4.99,5.19,0.008697318007662836,-0.012173913043478262
2009-01-17,0.1,5.02,5.22,0.009166666666666667,-0.012929292929292926
2009-01-18,0.1,5.02,5.22,0.008370370370370368,-0.012929292929292926
2009-01-19,0.02,4.94,5.14,0.00268579838116262,-0.013943355119825708
2009-01-20,0.1,5.11,5.31,0.01136574074074074,-0.013156565656565655
2009-01-21,0.1,5.05,5.25,0.009226190476190475,-0.013005050505050504
2009-01-22,0.2,4.95,5.15,0.008240740740740741,-0.011458333333333336
2009-01-23,0.25,4.85,5.05,0.00882936507936508,-0.010666666666666666
2009-01-24,0.1,4.95,5.15,0.008240740740740741,-0.012752525252525253
2009-01-25,0.1,4.95,5.15,0.008240740740740741,-0.012752525252525253
2009-01-26,0.1,4.88,5.08,0.00811111111111111,-0.012575757575757573
2009-01-27,0.1,4.7,4.9,0.007777777777777778,-0.01212121212121212
2009-01-28,0.15,4.26,4.46,0.005571428571428572,-0.010410628019323671
2009-01-29,0.23,4.27,4.46,0.0056840077071290945,-0.009552845528455286
2009-01-30,0.2,4.12,4.32,0.005588235294117647,-0.009537037037037038
2009-01-31,0.18,4.0,4.2,0.006012658227848101,-0.009463276836158194
2009-02-01,0.18,4.0,4.2,0.006012658227848101,-0.009463276836158194
2009-02-02,0.3,4.23,4.43,0.006302083333333334,-0.008824786324786322
2009-02-03,0.3,4.14,4.34,0.006145833333333332,-0.008632478632478631
2009-02-04,0.3,4.15,4.35,0.00675925925925926,-0.008653846153846153
2009-02-05,0.3,4.1,4.3,0.006076388888888887,-0.008547008547008546
2009-02-06,0.3,4.16,4.36,0.005412698412698413,-0.008675213675213676
2009-02-07,0.18,4.2,4.4,0.006364275668073136,-0.009934086629001884
2009-02-08,0.18,4.2,4.4,0.006364275668073136,-0.009934086629001884
2009-02-09,0.2,4.13,4.3,0.008183760683760683,-0.009490740740740742
2009-02-10,0.3,4.15,4.35,0.006163194444444444,-0.008653846153846153
2009-02-11,0.35,4.15,4.34,0.005892255892255893,-0.008209876543209876
2009-02-12,0.22,4.2,4.4,0.008164983164983165,-0.009517304189435336
2009-02-13,0.35,4.16,4.35,0.00590909090909091,-0.008230452674897118
2009-02-14,0.3,4.12,4.32,0.006703703703703704,-0.00858974358974359
2009-02-15,0.18,4.12,4.32,0.006223628691983122,-0.009745762711864408
2009-02-16,0.3,4.16,4.36,0.0061805555555555555,-0.008675213675213676
2009-02-17,0.3,4.11,4.3,0.00609375,-0.008547008547008546
2009-02-18,0.3,4.14,4.34,0.006145833333333332,-0.008632478632478631
2009-02-19,0.4,4.13,4.33,0.006415770609318996,-0.007797619047619048
2009-02-20,0.35,4.16,4.36,0.0067777777777777775,-0.008251028806584362
2009-02-21,0.25,4.1,4.3,0.007716049382716048,-0.009000000000000001
2009-02-22,0.2,4.1,4.3,0.006076388888888887,-0.009490740740740742
2009-02-23,0.2,4.0,4.2,0.0071428571428571435,-0.00925925925925926
2009-02-24,0.2,3.68,3.88,0.007222222222222221,-0.008518518518518517
2009-02-25,0.2,3.6,4.1,0.006349206349206349,-0.009027777777777777
2009-02-26,0.3,3.5,3.7,0.0050347222222222225,-0.007264957264957265
2009-02-27,0.2,3.9,4.2,0.007692307692307692,-0.00925925925925926
2009-02-28,0.2,3.7,3.9,0.007264957264957265,-0.008564814814814817
2009-03-01,0.2,3.7,3.9,0.005381944444444444,-0.008564814814814817
2009-03-02,0.2,3.71,3.9,0.005399305555555555,-0.008564814814814817
2009-03-03,0.35,3.75,3.95,0.005734767025089606,-0.007407407407407407
2009-03-04,0.3,3.69,3.89,0.005907407407407407,-0.007670940170940172
2009-03-05,0.25,3.4,3.6,0.00510752688172043,-0.007444444444444444
2009-03-06,0.35,3.61,3.8,0.005483870967741934,-0.007098765432098765
2009-03-07,0.3,3.1,3.3,0.005658436213991769,-0.00641025641025641
2009-03-08,0.2,3.1,3.3,0.004340277777777776,-0.007175925925925927
2009-03-09,0.35,3.66,3.86,0.005573476702508961,-0.00722222222222222
2009-03-10,0.25,3.49,3.69,0.006460905349794239,-0.007644444444444444
2009-03-11,0.3,3.5,3.7,0.0050347222222222225,-0.007264957264957265
2009-03-12,0.2,3.48,3.68,0.005000000000000001,-0.008055555555555555
2009-03-13,0.35,3.51,3.71,0.005574074074074073,-0.006913580246913579
2009-03-14,0.2,3.55,3.75,0.005121527777777777,-0.008217592592592592
2009-03-15,0.2,3.55,3.75,0.005121527777777777,-0.008217592592592592
2009-03-16,0.3,3.5,3.7,0.005555555555555556,-0.007264957264957265
2009-03-17,0.35,3.45,3.65,0.004713804713804714,-0.006790123456790124
2009-03-18,0.27,3.46,3.66,0.003847296494355317,-0.0074146981627296596
2009-03-19,0.25,3.48,3.68,0.00394894894894895,-0.007622222222222221
2009-03-20,0.35,3.42,3.62,0.004663299663299663,-0.006728395061728395
2009-03-21,0.25,3.2,3.4,0.0038888888888888888,-0.007000000000000001
2009-03-22,0.2,3.2,3.4,0.0045138888888888885,-0.0074074074074074086
2009-03-23,0.5,3.4,3.6,0.004012345679012346,-0.00574074074074074
2009-03-24,0.5,3.36,3.56,0.0039506172839506165,-0.005666666666666668
2009-03-25,0.4,3.2,3.4,0.0037037037037037043,-0.005952380952380954
2009-03-26,0.25,3.1,3.3,0.005658436213991769,-0.0067777777777777775
2009-03-27,0.35,3.3,3.5,0.0036786786786786783,-0.00648148148148148
2009-03-28,0.6,3.11,3.31,0.003230994152046783,-0.004704861111111111
2009-03-29,0.25,3.11,3.31,0.004141414141414141,-0.006800000000000001
2009-03-30,0.3,3.16,3.36,0.0044444444444444444,-0.006538461538461537
2009-03-31,0.23,3.17,3.37,0.005048798798798799,-0.007091237579042458
2009-04-01,0.25,3.21,3.41,0.005884773662551439,-0.007022222222222222
2009-04-02,0.35,3.15,3.35,0.003487318840579712,-0.006172839506172838
2009-04-03,0.35,3.2,3.4,0.003494623655913979,-0.006275720164609054
2009-04-04,0.18,3.2,3.4,0.0045138888888888885,-0.007580037664783428
2009-04-05,0.4,3.2,3.4,0.004208250166334,-0.005952380952380954
2009-04-06,0.23,2.9,3.4,0.0047979797979797985,-0.007158988256549233
2009-04-07,0.2,3.13,3.33,0.00487037037037037,-0.007245370370370371
2009-04-08,0.33,3.11,3.31,0.003460837887067394,-0.0062238930659983295
2009-04-09,0.25,3.1,3.3,0.0041245791245791245,-0.0067777777777777775
2009-04-10,0.23,3.09,3.29,0.005764411027568922,-0.006910569105691057
2009-04-11,0.1,3.18,3.38,0.004479166666666666,-0.008282828282828282
2009-04-12,0.26,3.18,3.38,0.004811183732752359,-0.0068783068783068784
2009-04-13,0.3,3.18,3.38,0.004479166666666666,-0.006581196581196581
2009-04-14,0.35,3.26,3.45,0.005674603174603174,-0.006378600823045267
2009-04-15,0.25,3.15,3.37,0.0042087542087542095,-0.006933333333333333
2009-04-16,0.1,3.16,3.36,0.0044444444444444444,-0.00823232323232323
2009-04-17,0.25,3.19,3.39,0.005249042145593869,-0.006977777777777779
2009-04-18,0.25,3.0,3.5,0.005452674897119341,-0.007222222222222223
2009-04-19,0.25,3.0,3.5,0.004780801209372638,-0.007222222222222223
2009-04-20,0.3,3.18,3.38,0.004479166666666666,-0.006581196581196581
2009-04-21,0.3,3.15,3.3,0.004427083333333333,-0.00641025641025641
2009-04-22,0.25,3.17,3.37,0.004242424242424243,-0.006933333333333333
2009-04-23,0.28,3.18,3.38,0.004811183732752359,-0.006727430555555556
2009-04-24,0.28,3.19,3.39,0.004981481481481481,-0.006749131944444446
2009-04-25,0.1,3.1,3.3,0.004340277777777776,-0.008080808080808079
2009-04-26,0.25,3.1,3.3,0.004969765684051398,-0.0067777777777777775
2009-04-27,0.25,3.2,3.35,0.005000000000000001,-0.006888888888888888
2009-04-28,0.25,3.25,3.5,0.004377104377104377,-0.007222222222222223
2009-04-29,0.2,3.45,3.65,0.00673076923076923,-0.007986111111111112
2009-04-30,0.11,3.35,3.55,0.0061070261437908505,-0.008608608608608606
2009-05-01,0.2,3.4,3.6,0.004861111111111111,-0.00787037037037037
2009-05-02,0.1,3.4,3.6,0.004861111111111111,-0.008838383838383836
2009-05-03,0.25,3.4,3.6,0.0055366591080876805,-0.007444444444444444
2009-05-04,0.2,3.45,3.65,0.0049479166666666664,-0.007986111111111112
2009-05-05,0.2,3.48,3.68,0.005000000000000001,-0.008055555555555555
2009-05-06,0.15,3.49,3.68,0.004781144781144783,-0.00852657004830918
2009-05-07,0.15,3.57,3.76,0.004915824915824917,-0.008719806763285024
2009-05-08,0.2,3.6,4.1,0.00574074074074074,-0.009027777777777777
2009-05-09,0.2,3.58,3.78,0.005818318318318319,-0.008287037037037035
2009-05-10,0.3,3.58,3.78,0.005592105263157895,-0.007435897435897434
2009-05-11,0.2,3.65,3.85,0.005833333333333334,-0.008449074074074074
2009-05-12,0.09,3.76,3.96,0.0060961968680089485,-0.009862385321100916
2009-05-13,0.24,3.68,3.88,0.005947054436987322,-0.008154121863799284
2009-05-14,0.1,3.63,3.83,0.005796296296296296,-0.009419191919191919
2009-05-15,0.1,3.76,3.96,0.006037037037037037,-0.009747474747474746
2009-05-16,0.2,3.67,3.87,0.006488095238095238,-0.008495370370370372
2009-05-17,0.25,3.67,3.87,0.006046863189720333,-0.008044444444444444
2009-05-18,0.2,3.66,3.86,0.005851851851851853,-0.008472222222222221
2009-05-19,0.18,3.85,4.05,0.005241402116402115,-0.009110169491525422
2009-05-20,0.18,3.87,4.07,0.006616512345679013,-0.009157250470809794
2009-05-21,0.23,3.8,4.0,0.006231231231231231,-0.008514001806684735
2009-05-22,0.09,3.82,4.02,0.007213930348258706,-0.010015290519877675
2009-05-23,0.1,3.68,3.88,0.005347222222222222,-0.009545454545454543
2009-05-24,0.2,3.68,3.88,0.005888888888888888,-0.008518518518518517
2009-05-25,0.2,3.65,3.85,0.005833333333333334,-0.008449074074074074
2009-05-26,0.11,3.14,3.34,0.004838116261957322,-0.008083083083083082
2009-05-27,0.24,3.24,3.44,0.005401234567901235,-0.007168458781362005
2009-05-28,0.09,3.6,3.8,0.005797912005965697,-0.009454638124362893
2009-05-29,0.1,3.5,3.7,0.005555555555555556,-0.00909090909090909
2009-05-30,0.1,3.3,3.8,0.004687499999999999,-0.009343434343434343
2009-05-31,0.3,3.3,3.8,0.005080409356725146,-0.007478632478632478
2009-06-01,0.1,3.65,3.85,0.005833333333333334,-0.009469696969696968
2009-06-02,0.23,3.58,3.78,0.005647534952170714,-0.008017163504968382
2009-06-03,0.1,3.66,3.85,0.005851851851851853,-0.009469696969696968
2009-06-04,0.2,3.67,3.87,0.00587037037037037,-0.008495370370370372
2009-06-05,0.1,3.65,3.85,0.006790123456790124,-0.009469696969696968
2009-06-06,0.2,3.3,3.6,0.00641025641025641,-0.00787037037037037
2009-06-07,0.3,3.3,3.6,0.005080409356725146,-0.00705128205128205
2009-06-08,0.1,3.0,3.2,0.004629629629629629,-0.007828282828282827
2009-06-09,0.28,3.3,3.5,0.0052927927927927925,-0.0069878472222222225
2009-06-10,0.23,3.4,3.6,0.0049578059071729965,-0.007610659439927733
2009-06-11,0.23,3.55,3.75,0.0059386973180076625,-0.007949412827461607
2009-06-12,0.11,3.4,3.6,0.0053164091243561445,-0.008733733733733732
2009-06-13,0.1,3.48,3.68,0.005000000000000001,-0.00904040404040404
2009-06-14,0.2,3.48,3.68,0.00454248366013072,-0.008055555555555555
2009-06-15,0.23,3.54,3.74,0.006041181041181042,-0.007926829268292683
2009-06-16,0.2,3.5,3.7,0.0061507936507936515,-0.008101851851851853
2009-06-17,0.25,3.54,3.74,0.005919540229885057,-0.007755555555555556
2009-06-18,0.2,3.55,3.7,0.00625,-0.008101851851851853
2009-06-19,0.26,3.61,3.81,0.0066380718954248364,-0.007826278659611994
2009-06-20,0.2,3.53,3.73,0.006210317460317459,-0.008171296296296298
2009-06-21,0.1,3.53,3.73,0.005086805555555554,-0.009166666666666667
2009-06-22,0.2,3.45,3.65,0.005462962962962963,-0.007986111111111112
2009-06-23,0.25,3.35,3.5,0.005555555555555556,-0.007222222222222223
2009-06-24,0.25,3.41,3.6,0.005670498084291188,-0.007444444444444444
2009-06-25,0.2,3.35,3.5,0.005853174603174603,-0.007638888888888889
2009-06-26,0.25,3.36,3.56,0.00557471264367816,-0.007355555555555557
2009-06-27,0.1,3.25,3.55,0.004600694444444445,-0.008712121212121211
2009-06-28,0.3,3.25,3.55,0.005092592592592593,-0.006944444444444443
2009-06-29,0.3,3.42,3.62,0.005407407407407408,-0.007094017094017094
2009-06-30,0.24,3.42,3.65,0.004848171152518978,-0.00763888888888889
2009-07-01,0.2,3.4,3.6,0.005952380952380954,-0.00787037037037037
2009-07-02,0.25,3.39,3.59,0.0041904761904761915,-0.0074222222222222215
2009-07-03,0.25,3.35,3.55,0.005555555555555556,-0.007333333333333332
2009-07-04,0.1,3.2,3.58,0.0045138888888888885,-0.008787878787878787
2009-07-05,0.2,3.2,3.58,0.006196581196581197,-0.007824074074074075
2009-07-06,0.2,3.4,3.65,0.005952380952380954,-0.007986111111111112
2009-07-07,0.25,3.35,3.5,0.004126984126984126,-0.007222222222222223
2009-07-08,0.2,3.12,3.32,0.005396825396825397,-0.007222222222222224
2009-07-09,0.2,3.3,3.45,0.005753968253968254,-0.007523148148148149
2009-07-10,0.23,3.31,3.51,0.004264705882352942,-0.007407407407407407
2009-07-11,0.1,3.35,3.55,0.004774305555555554,-0.008712121212121211
2009-07-12,0.1,3.35,3.55,0.004774305555555554,-0.008712121212121211
2009-07-13,0.2,3.4,3.6,0.005952380952380954,-0.00787037037037037
2009-07-14,0.15,3.29,3.49,0.004670138888888889,-0.008067632850241547
2009-07-15,0.25,3.3,3.45,0.004461279461279461,-0.0071111111111111115
2009-07-16,0.22,3.24,3.44,0.00551643192488263,-0.00733151183970856
2009-07-17,0.28,3.3,3.5,0.00641025641025641,-0.0069878472222222225
2009-07-18,0.1,3.2,3.4,0.0045138888888888885,-0.008333333333333333
2009-07-19,0.2,3.2,3.4,0.005555555555555557,-0.0074074074074074086
2009-07-20,0.2,3.05,3.25,0.0052579365079365075,-0.007060185185185186
2009-07-21,0.22,3.03,3.23,0.004837490551776265,-0.00685336976320583
2009-07-22,0.2,2.89,3.09,0.004940476190476191,-0.006689814814814814
2009-07-23,0.2,3.0,3.2,0.005158730158730159,-0.006944444444444446
2009-07-24,0.24,3.02,3.22,0.004976851851851851,-0.00667562724014337
2009-07-25,0.1,2.97,3.17,0.004114583333333334,-0.007752525252525251
2009-07-26,0.22,2.97,3.17,0.00472411186696901,-0.006716757741347905
2009-07-27,0.2,3.02,3.22,0.005198412698412699,-0.006990740740740743
2009-07-28,0.25,3.0,3.2,0.003956228956228956,-0.006555555555555557
2009-07-29,0.2,3.01,3.2,0.005178571428571429,-0.006944444444444446
2009-07-30,0.2,3.1,3.3,0.005357142857142856,-0.007175925925925927
2009-07-31,0.25,3.19,3.39,0.004276094276094275,-0.006977777777777779
2009-08-01,0.2,3.2,3.4,0.005555555555555557,-0.0074074074074074086
2009-08-02,0.2,3.2,3.4,0.006196581196581197,-0.0074074074074074086
2009-08-03,0.2,3.18,3.38,0.005515873015873016,-0.007361111111111111
2009-08-04,0.2,3.15,3.3,0.004427083333333333,-0.007175925925925927
2009-08-05,0.26,3.08,3.28,0.004984779299847793,-0.00665784832451499
2009-08-06,0.2,3.1,3.3,0.00392156862745098,-0.007175925925925927
2009-08-07,0.22,3.13,3.33,0.006255468066491688,-0.007081056466302369
2009-08-08,0.2,3.2,3.4,0.006196581196581197,-0.0074074074074074086
2009-08-09,0.2,3.2,3.4,0.005555555555555557,-0.0074074074074074086
2009-08-10,0.2,3.2,3.4,0.0045138888888888885,-0.0074074074074074086
2009-08-11,0.25,3.1,3.3,0.0041245791245791245,-0.0067777777777777775
2009-08-12,0.2,3.12,3.32,0.0043749999999999995,-0.007222222222222224
2009-08-13,0.2,3.13,3.32,0.004392361111111111,-0.007222222222222224
2009-08-14,0.2,3.17,3.37,0.005496031746031746,-0.007337962962962964
2009-08-15,0.2,3.1,3.4,0.005982905982905982,-0.0074074074074074086
2009-08-16,0.25,3.1,3.4,0.005357142857142856,-0.007000000000000001
2009-08-17,0.2,3.21,3.41,0.005575396825396825,-0.0074305555555555566
2009-08-18,0.2,3.22,3.42,0.005037037037037039,-0.007453703703703705
2009-08-19,0.2,3.24,3.44,0.005074074074074074,-0.007499999999999999
2009-08-20,0.2,3.25,3.4,0.006303418803418804,-0.0074074074074074086
2009-08-21,0.2,3.31,3.51,0.005773809523809526,-0.007662037037037037
2009-08-22,0.2,3.1,3.3,0.005982905982905982,-0.007175925925925927
2009-08-23,0.2,3.1,3.3,0.005982905982905982,-0.007175925925925927
2009-08-24,0.2,3.1,3.4,0.005357142857142856,-0.0074074074074074086
2009-08-25,0.22,2.6,3.1,0.004264475743348983,-0.006557377049180328
2009-08-26,0.15,2.87,3.07,0.005491452991452992,-0.0070531400966183586
2009-08-27,0.2,2.87,3.07,0.004388888888888889,-0.00664351851851852
2009-08-28,0.22,3.03,3.23,0.003441358024691357,-0.00685336976320583
2009-08-29,0.2,3.05,3.33,0.005876068376068375,-0.007245370370370371
2009-08-30,0.2,3.05,3.33,0.005876068376068375,-0.007245370370370371
2009-08-31,0.19,3.12,3.32,0.005575831305758313,-0.007306255835667601
2009-09-01,0.2,3.19,3.39,0.005656199677938807,-0.007384259259259261
2009-09-02,0.2,3.2,3.4,0.005555555555555557,-0.0074074074074074086
2009-09-03,0.2,3.25,3.45,0.004600694444444445,-0.007523148148148149
2009-09-04,0.18,3.25,3.45,0.0064453125,-0.007697740112994351
2009-09-05,0.2,3.15,3.35,0.006089743589743591,-0.007291666666666667
2009-09-06,0.2,3.15,3.35,0.006089743589743591,-0.007291666666666667
2009-09-07,0.2,3.24,3.44,0.004583333333333333,-0.007499999999999999
2009-09-08,0.2,3.16,3.36,0.0038253968253968255,-0.007314814814814814
2009-09-09,0.2,3.18,3.38,0.0037088764742396023,-0.007361111111111111
2009-09-10,0.19,3.19,3.39,0.0050335570469798654,-0.00746965452847806
2009-09-11,0.21,3.22,3.42,0.0038825757575757583,-0.007369146005509642
2009-09-12,0.18,3.05,3.34,0.0060112847222222225,-0.00743879472693032
2009-09-13,0.18,3.05,3.34,0.0060112847222222225,-0.00743879472693032
2009-09-14,0.2,3.16,3.35,0.003940568475452197,-0.007291666666666667
2009-09-15,0.15,3.21,3.41,0.006967592592592593,-0.007874396135265702
2009-09-16,0.19,3.16,3.36,0.004977628635346756,-0.007399626517273576
2009-09-17,0.23,3.19,3.39,0.003835227272727272,-0.007136404697380309
2009-09-18,0.23,3.17,3.37,0.003766478342749529,-0.007091237579042458
2009-09-19,0.21,3.0,3.2,0.005046948356807512,-0.006864095500459138
2009-09-20,0.21,3.15,3.35,0.005340375586854461,-0.007208448117539026
2009-09-21,0.19,3.11,3.31,0.0048844146159582385,-0.0072829131652661075
2009-09-22,0.2,2.9,3.1,0.004960317460317461,-0.006712962962962962
2009-09-23,0.18,3.05,3.25,0.0048235735735735735,-0.00722693032015066
2009-09-24,0.21,3.03,3.23,0.00358270202020202,-0.006932966023875117
2009-09-25,0.19,3.01,3.21,0.004697986577181208,-0.007049486461251168
2009-09-26,0.21,2.9,3.21,0.004851330203442879,-0.006887052341597796
2009-09-27,0.22,2.9,3.21,0.005752405949256342,-0.006807832422586521
2009-09-28,0.19,3.05,3.25,0.0038011695906432744,-0.0071428571428571435
2009-09-29,0.2,3.06,3.25,0.0058974358974358985,-0.007060185185185186
2009-09-30,0.21,3.16,3.36,0.00467741935483871,-0.007231404958677684
2009-10-01,0.19,3.21,3.41,0.004142011834319527,-0.007516339869281046
2009-10-02,0.19,3.24,3.44,0.004232804232804232,-0.007586367880485527
2009-10-03,0.21,3.15,3.35,0.0053979511426319945,-0.007208448117539026
2009-10-04,0.2,3.15,3.35,0.005456349206349208,-0.007291666666666667
2009-10-05,0.18,3.14,3.34,0.006206597222222224,-0.00743879472693032
2009-10-06,0.19,3.19,3.39,0.0050335570469798654,-0.00746965452847806
2009-10-07,0.21,3.16,3.36,0.0052469135802469145,-0.007231404958677684
2009-10-08,0.21,3.19,3.38,0.005304783950617283,-0.007277318640955004
2009-10-09,0.18,3.17,3.36,0.005739379084967321,-0.007485875706214689
2009-10-10,0.19,3.0,3.5,0.005835486649440137,-0.007726423902894492
2009-10-11,0.2,3.0,3.5,0.005273752012882449,-0.007638888888888889
2009-10-12,0.18,3.15,3.35,0.0062282986111111115,-0.007462335216572504
2009-10-13,0.2,3.13,3.33,0.0059796437659033076,-0.007245370370370371
2009-10-14,0.19,3.13,3.33,0.004303840877914951,-0.007329598506069095
2009-10-15,0.18,3.15,3.3,0.005575684380032207,-0.007344632768361582
2009-10-16,0.16,3.17,3.37,0.004944444444444444,-0.0076867816091954035
2009-10-17,0.19,3.15,3.35,0.005515587529976019,-0.007376283846872082
2009-10-18,0.19,3.15,3.35,0.005515587529976019,-0.007376283846872082
2009-10-19,0.18,3.18,3.38,0.0056360708534621586,-0.007532956685499059
2009-10-20,0.19,3.14,3.33,0.004320987654320988,-0.007329598506069095
2009-10-21,0.19,3.14,3.34,0.0053208137715179986,-0.007352941176470588
2009-10-22,0.19,3.0,3.5,0.004166666666666667,-0.007726423902894492
2009-10-23,0.15,3.08,3.28,0.0050383141762452115,-0.007560386473429951
2009-10-24,0.2,3.1,3.3,0.005475040257648953,-0.007175925925925927
2009-10-25,0.2,3.1,3.3,0.005357142857142856,-0.007175925925925927
2009-10-26,0.19,3.11,3.31,0.005262128325508607,-0.0072829131652661075
2009-10-27,0.19,3.07,3.27,0.004200960219478738,-0.0071895424836601295
2009-10-28,0.2,3.04,3.24,0.00535426731078905,-0.007037037037037038
2009-10-29,0.17,3.1,3.3,0.006189851268591425,-0.007431149097815766
2009-10-30,0.18,3.11,3.31,0.006504065040650405,-0.007368173258003768
2009-10-31,0.15,3.15,3.35,0.006444444444444445,-0.007729468599033816
2009-11-01,0.15,3.15,3.35,0.006444444444444445,-0.007729468599033816
2009-11-02,0.18,3.1,3.3,0.005475040257648953,-0.007344632768361582
2009-11-03,0.15,3.11,3.31,0.0063555555555555535,-0.007632850241545895
2009-11-04,0.13,3.19,3.39,0.006684733514001806,-0.00801376597836775
2009-11-05,0.18,3.13,3.33,0.005657679738562092,-0.007415254237288137
2009-11-06,0.18,3.17,3.37,0.005615942028985507,-0.007509416195856875
2009-11-07,0.15,3.15,3.35,0.005456349206349208,-0.007729468599033816
2009-11-08,0.23,3.15,3.35,0.005515587529976019,-0.007046070460704606
2009-11-09,0.18,3.18,3.37,0.0056360708534621586,-0.007509416195856875
2009-11-10,0.17,3.18,3.38,0.006364829396325459,-0.0076210826210826215
2009-11-11,0.2,3.15,3.37,0.005456349206349208,-0.007337962962962964
2009-11-12,0.15,3.2,3.45,0.005555555555555557,-0.007971014492753625
2009-11-13,0.17,3.2,3.45,0.006408573928258967,-0.007787274453941121
2009-11-14,0.18,3.16,3.36,0.005718954248366014,-0.007485875706214689
2009-11-15,0.22,3.16,3.36,0.005535571542765788,-0.0071493624772313285
2009-11-16,0.16,3.16,3.36,0.0045824486907289465,-0.007662835249042145
2009-11-17,0.15,3.2,3.45,0.005555555555555557,-0.007971014492753625
2009-11-18,0.17,3.17,3.37,0.005802469135802468,-0.007597340930674265
2009-11-19,0.15,3.2,3.45,0.005555555555555557,-0.007971014492753625
2009-11-20,0.17,3.27,3.47,0.005755395683453236,-0.007834757834757837
2009-11-21,0.15,2.95,3.15,0.006,-0.007246376811594204
2009-11-22,0.15,2.95,3.15,0.006,-0.007246376811594204
2009-11-23,0.17,2.5,2.8,0.004370915032679739,-0.00624406457739791
2009-11-24,0.15,2.76,2.95,0.004682539682539683,-0.006763285024154591
2009-11-25,0.17,2.77,2.97,0.0054680664916885394,-0.006647673314339982
2009-11-26,0.2,2.75,2.9,0.003942652329749104,-0.00625
2009-11-27,0.18,3.09,3.29,0.005454911433172303,-0.007321092278719398
2009-11-28,0.15,3.0,3.3,0.006111111111111111,-0.007608695652173913
2009-11-29,0.15,3.0,3.3,0.006111111111111111,-0.007608695652173913
2009-11-30,0.17,3.0,3.3,0.005215827338129496,-0.007431149097815766
