,Open Bid_x,Open Bid_x,Open2,Short Swap USDPLN,2.9889
2008-02-07,3.0,3.0,5.24,1.4498644986449872e-05,2.45292
2008-02-08,3.07,3.07,5.23,1.3722355448974157e-05,2.46185
2008-02-09,3.02,3.02,5.17,1.3821467098166126e-05,2.46185
2008-02-10,2.99,2.99,5.29,1.4733711814003791e-05,2.46185
2008-02-11,3.08,3.08,5.25,1.4258810868980362e-05,2.4758
2008-02-12,3.06,3.06,5.24,1.388888888888889e-05,2.45996
2008-02-13,3.06,3.06,5.25,1.395566239316239e-05,2.45555
2008-02-14,3.08,3.08,5.25,1.4258810868980362e-05,2.44525
2008-02-15,3.07,3.07,5.25,1.4360841423948217e-05,2.40856
2008-02-16,3.07,3.07,5.2,1.4023732470334412e-05,2.40856
2008-02-17,3.07,3.07,5.29,1.4630528586839264e-05,2.40856
2008-02-18,3.1,3.1,5.25,1.355820105820106e-05,2.42748
2008-02-19,3.03,3.03,5.21,1.329365079365079e-05,2.4174
2008-02-20,3.1,3.1,5.26,1.4123159303882192e-05,2.42075
2008-02-21,3.06,3.06,5.26,1.4022435897435896e-05,2.39735
2008-02-22,3.06,3.06,5.37,1.4756944444444443e-05,2.38018
2008-02-23,3.05,3.05,5.26,1.4123159303882192e-05,2.38018
2008-02-24,3.05,3.05,5.26,1.362433862433862e-05,2.38018
2008-02-25,3.04,3.04,5.2,1.3130113486408023e-05,2.37241
2008-02-26,3.1,3.1,5.3,1.388888888888889e-05,2.34315
2008-02-27,3.06,3.06,5.39,1.4890491452991446e-05,2.31663
2008-02-28,3.06,3.06,5.45,1.5291132478632475e-05,2.29956
2008-02-29,3.07,3.07,5.46,1.5254463096189712e-05,2.28931
2008-03-01,3.05,3.05,5.47,1.5528781793842027e-05,2.28931
2008-03-02,3.05,3.05,5.57,1.5674603174603176e-05,2.28931
2008-03-03,3.05,3.05,5.53,1.5930388219544844e-05,2.30506
2008-03-04,3.04,3.04,5.48,1.497756664027448e-05,2.31006
2008-03-05,3.08,3.08,5.5,1.541733120680489e-05,2.30161
2008-03-06,3.1,3.1,5.5,1.572958500669344e-05,2.29685
2008-03-07,2.91,2.91,5.48,1.6017842660178437e-05,2.29035
2008-03-08,2.95,2.95,5.52,1.586345381526104e-05,2.29035
2008-03-09,3.05,3.05,5.52,1.5343915343915338e-05,2.29035
2008-03-10,3.06,3.06,5.54,1.5892094017094016e-05,2.31296
2008-03-11,3.0,3.0,5.55,1.6598915989159894e-05,2.28374
2008-03-12,2.85,2.85,5.53,1.814345991561181e-05,2.26208
2008-03-13,2.85,2.85,5.52,1.807313642756681e-05,2.25695
2008-03-14,2.72,2.72,5.54,1.892316481005427e-05,2.22372
2008-03-15,2.48,2.48,5.5,2.2656734947237737e-05,2.22372
2008-03-16,2.63,2.63,5.47,2.0148148148148145e-05,2.22372
2008-03-17,2.4,2.4,5.55,2.420634920634921e-05,2.23099
2008-03-18,2.5,2.5,5.56,2.28395061728395e-05,2.22637
2008-03-19,2.6,2.6,5.55,2.13963963963964e-05,2.23688
2008-03-20,2.65,2.65,5.57,2.0888888888888887e-05,2.26113
2008-03-21,2.55,2.55,5.54,2.132132132132132e-05,2.2617
2008-03-22,2.73,2.73,5.52,1.950971859588047e-05,2.2617
2008-03-23,2.55,2.55,5.52,2.1171171171171165e-05,2.2617
2008-03-24,2.7,2.7,5.52,1.9883040935672515e-05,2.2603
2008-03-25,2.73,2.73,5.55,1.9727299100667244e-05,2.24652
2008-03-26,2.88,2.88,5.57,1.8076493579006145e-05,2.21703
2008-03-27,2.8,2.8,5.84,2.094017094017094e-05,2.22265
2008-03-28,2.89,2.89,5.96,2.0676691729323303e-05,2.20108
2008-03-29,2.93,2.93,5.75,1.8748276812792957e-05,2.20108
2008-03-30,2.97,2.97,5.75,1.7512077294685983e-05,2.20108
2008-03-31,2.75,2.75,5.89,2.0675105485232055e-05,2.21248
2008-04-01,2.9,2.9,5.77,1.8089430894308948e-05,2.22199
2008-04-02,2.93,2.93,5.75,1.851851851851852e-05,2.21385
2008-04-03,2.95,2.95,5.98,2.0096021947873805e-05,2.21042
2008-04-04,2.8,2.8,5.87,1.993055555555556e-05,2.18163
2008-04-05,2.7,2.7,5.85,2.2295321637426896e-05,2.18163
2008-04-06,2.77,2.77,5.85,2.05160744500846e-05,2.18163
2008-04-07,2.8,2.8,5.98,2.069444444444445e-05,2.1863
2008-04-08,2.65,2.65,5.83,2.1500721500721504e-05,2.19046
2008-04-09,2.65,2.65,5.9,2.200577200577201e-05,2.1711
2008-04-10,2.65,2.65,5.84,2.1572871572871573e-05,2.16589
2008-04-11,2.66,2.66,5.74,2.2015366430260048e-05,2.14281
2008-04-12,2.76,2.76,5.9,2.1876799078871623e-05,2.14281
2008-04-13,2.6,2.6,5.9,2.3062186855290305e-05,2.14281
2008-04-14,2.7,2.7,5.9,2.2660818713450296e-05,2.14234
2008-04-15,2.55,2.55,5.87,2.3111111111111115e-05,2.14295
2008-04-16,2.6,2.6,5.88,2.2514619883040936e-05,2.13238
2008-04-17,2.82,2.82,5.83,2.0620748299319728e-05,2.13575
2008-04-18,2.7,2.7,5.76,2.1637426900584794e-05,2.14135
2008-04-19,2.7,2.7,5.84,2.2222222222222223e-05,2.14135
2008-04-20,2.7,2.7,5.84,2.2222222222222223e-05,2.14135
2008-04-21,2.8,2.8,5.84,2.094017094017094e-05,2.1386
2008-04-22,2.6,2.6,5.79,2.185672514619883e-05,2.12305
2008-04-23,2.6,2.6,5.88,2.2514619883040936e-05,2.12722
2008-04-24,2.75,2.75,5.78,1.990154711673699e-05,2.1454
2008-04-25,2.81,2.81,5.84,2.1445020149683363e-05,2.1751
2008-04-26,2.6,2.6,5.94,2.4324324324324324e-05,2.1751
2008-04-27,2.75,2.75,5.94,2.22943722943723e-05,2.1751
2008-04-28,2.65,2.65,5.89,2.325925925925926e-05,2.18491
2008-04-29,2.5,2.5,5.95,2.4399399399399395e-05,2.18581
2008-04-30,2.5,2.5,6.05,2.5150150150150148e-05,2.2009
2008-05-01,2.5,2.5,5.9,2.4447471995155926e-05,2.20045
2008-05-02,2.4,2.4,5.92,2.714285714285714e-05,2.19999
2008-05-03,2.35,2.35,5.96,2.7460317460317465e-05,2.19999
2008-05-04,2.4,2.4,5.96,2.7460317460317465e-05,2.19999
2008-05-05,2.35,2.35,5.82,2.55868544600939e-05,2.21339
2008-05-06,2.6,2.6,5.85,2.296296296296296e-05,2.2038
2008-05-07,2.5,2.5,6.05,2.7386541471048515e-05,2.207
2008-05-08,2.5,2.5,5.92,2.488584474885845e-05,2.2034
2008-05-09,2.3,2.3,6.0,2.8582930756843795e-05,2.16508
2008-05-10,2.3,2.3,5.8,2.777777777777778e-05,2.16508
2008-05-12,2.4,2.4,5.71,2.5476190476190472e-05,2.1657
2008-05-13,2.2,2.2,5.66,2.663398692810458e-05,2.16763
2008-05-14,2.35,2.35,5.62,2.476190476190477e-05,2.17935
2008-05-15,2.4,2.4,5.61,2.4682539682539684e-05,2.17563
2008-05-16,2.25,2.25,5.79,2.6892109500805148e-05,2.14353
2008-05-17,2.35,2.35,5.78,2.681159420289855e-05,2.14353
2008-05-18,2.38,2.38,5.78,2.6340996168582372e-05,2.14353
2008-05-19,2.2,2.2,5.78,2.761437908496732e-05,2.1624
2008-05-20,2.17,2.17,5.85,2.8684470820969328e-05,2.1505
2008-05-21,2.13,2.13,6.0,3.0613947280613955e-05,2.1473
2008-05-22,2.2,2.2,5.88,3.0134680134680136e-05,2.15425
2008-05-23,2.3,2.3,5.85,2.818627450980392e-05,2.1351
2008-05-24,2.3,2.3,5.88,2.8431372549019604e-05,2.1351
2008-05-25,2.25,2.25,5.88,2.893175074183976e-05,2.1351
2008-05-26,2.28,2.28,5.87,2.7858762552640105e-05,2.1425
2008-05-27,2.3,2.3,5.82,2.713365539452496e-05,2.1392
2008-05-28,2.33,2.33,5.79,2.6420817369093227e-05,2.15175
2008-05-29,2.4,2.4,5.71,2.5476190476190472e-05,2.16155
2008-05-30,2.3,2.3,5.76,2.665056360708534e-05,2.14142
2008-05-31,2.43,2.43,5.82,2.5889203651243315e-05,2.14142
2008-06-01,2.4,2.4,5.88,2.651515151515152e-05,2.14142
2008-06-02,2.41,2.41,5.92,2.777777777777778e-05,2.1663
2008-06-03,2.4,2.4,5.91,2.7063492063492062e-05,2.15597
2008-06-04,2.4,2.4,5.92,2.793880837359097e-05,2.17665
2008-06-05,2.3,2.3,5.87,2.918739635157546e-05,2.1625
2008-06-06,2.3,2.3,5.86,2.745571658615137e-05,2.13195
2008-06-07,2.36,2.36,5.92,2.777777777777778e-05,2.13195
2008-06-08,2.3,2.3,5.92,2.8427550357374925e-05,2.13195
2008-06-09,2.34,2.34,5.91,2.802002583979329e-05,2.1403
2008-06-10,2.25,2.25,5.85,2.902155887230514e-05,2.15939
2008-06-11,2.2,2.2,5.89,2.935323383084577e-05,2.16763
2008-06-12,2.25,2.25,5.84,2.893864013266997e-05,2.1793
2008-06-13,2.18,2.18,5.81,2.9029029029029027e-05,2.17486
2008-06-14,2.35,2.35,5.82,2.713365539452496e-05,2.17486
2008-06-15,2.18,2.18,5.82,2.962962962962964e-05,2.17486
2008-06-16,2.25,2.25,5.75,2.819237147595356e-05,2.1743
2008-06-17,2.25,2.25,5.8,2.777777777777778e-05,2.17087
2008-06-18,2.15,2.15,5.81,2.954545454545454e-05,2.1613
2008-06-19,2.2,2.2,5.79,2.8524046434494196e-05,2.1601
2008-06-20,2.7,2.7,5.82,2.1428571428571425e-05,2.12996
2008-06-21,2.65,2.65,5.95,2.3703703703703703e-05,2.12996
2008-06-22,2.8,2.8,5.95,2.147108843537415e-05,2.12996
2008-06-23,2.75,2.75,5.9,2.074542897327707e-05,2.15275
2008-06-24,2.8,2.8,5.94,2.1026722925457105e-05,2.15195
2008-06-25,2.7,2.7,6.07,2.3232323232323235e-05,2.131
2008-06-26,2.75,2.75,5.95,2.1723646723646727e-05,2.12725
2008-06-27,2.5,2.5,5.8,2.327327327327327e-05,2.10074
2008-06-28,2.43,2.43,6.04,2.7620396600566576e-05,2.10074
2008-06-29,2.3,2.3,6.04,2.9402209226770628e-05,2.10074
2008-06-30,2.35,2.35,6.0,2.777777777777778e-05,2.1178
2008-07-01,2.35,2.35,6.1,2.8571428571428567e-05,2.11365
2008-07-02,2.5,2.5,5.92,2.488584474885845e-05,2.1023
2008-07-03,2.35,2.35,5.92,2.714285714285714e-05,2.1012
2008-07-04,2.33,2.33,5.92,2.7458492975734355e-05,2.08493
2008-07-05,2.47,2.47,5.84,2.5443510737628385e-05,2.08493
2008-07-06,2.42,2.42,5.84,2.589453860640301e-05,2.08493
2008-07-07,2.45,2.45,5.84,2.5e-05,2.09418
2008-07-08,2.38,2.38,5.88,2.713920817369093e-05,2.0931
2008-07-09,2.38,2.38,5.79,2.6420817369093227e-05,2.07353
2008-07-10,2.35,2.35,5.99,2.8502415458937197e-05,2.0642
2008-07-11,2.41,2.41,5.84,2.635327635327636e-05,2.01715
2008-07-12,2.41,2.41,6.02,2.777777777777778e-05,2.01715
2008-07-13,2.37,2.37,6.02,2.8096147723654872e-05,2.01715
2008-07-14,2.33,2.33,6.02,2.9073534175574987e-05,2.0357
2008-07-15,2.4,2.4,6.02,2.793650793650794e-05,2.02775
2008-07-16,2.39,2.39,6.07,2.849411015600128e-05,2.02075
2008-07-17,2.4,2.4,6.05,2.8985507246376803e-05,2.02024
2008-07-18,2.39,2.39,6.06,2.8414517669531996e-05,2.00357
2008-07-19,2.35,2.35,5.9,2.6984126984126987e-05,2.00357
2008-07-20,2.35,2.35,6.06,2.90660225442834e-05,2.00357
2008-07-21,2.3,2.3,6.04,2.973856209150327e-05,2.0174
2008-07-22,2.3,2.3,5.92,2.875816993464052e-05,2.01795
2008-07-23,2.3,2.3,5.9,2.777777777777778e-05,2.04446
2008-07-24,2.35,2.35,5.83,2.642857142857143e-05,2.04602
2008-07-25,2.35,2.35,5.97,2.8341384863123987e-05,2.01651
2008-07-26,2.4,2.4,5.72,2.5555555555555557e-05,2.01651
2008-07-27,2.33,2.33,5.72,2.6328502415458936e-05,2.01651
2008-07-28,2.3,2.3,5.76,2.7450980392156865e-05,2.02854
2008-07-29,2.45,2.45,5.92,2.6369327073552427e-05,2.03075
2008-07-30,2.45,2.45,5.89,2.53858024691358e-05,2.04836
2008-07-31,2.4,2.4,6.02,2.793650793650794e-05,2.04545
2008-08-01,2.3,2.3,6.01,2.86634460547504e-05,2.03605
2008-08-02,2.43,2.43,6.03,2.7541706011960973e-05,2.03605
2008-08-03,2.35,2.35,6.04,2.890499194847021e-05,2.03605
2008-08-04,2.28,2.28,5.99,2.883057985098801e-05,2.05124
2008-08-05,2.4,2.4,6.04,2.80952380952381e-05,2.05729
2008-08-06,2.27,2.27,6.0,2.907732293697206e-05,2.06804
2008-08-07,2.27,2.27,5.99,2.899610136452241e-05,2.09065
2008-08-08,2.27,2.27,6.02,2.923976608187134e-05,2.12696
2008-08-09,2.39,2.39,6.08,2.857370264247055e-05,2.12696
2008-08-10,2.29,2.29,6.07,2.981427174975562e-05,2.12696
2008-08-11,2.35,2.35,6.07,2.914653784219001e-05,2.15921
2008-08-12,2.35,2.35,6.0,2.8582930756843795e-05,2.17766
2008-08-13,2.24,2.24,6.13,3.0645689937725334e-05,2.1772
2008-08-14,2.24,2.24,5.99,2.9498525073746308e-05,2.20946
2008-08-15,2.24,2.24,6.09,3.0317928548017045e-05,2.2387
2008-08-16,2.39,2.39,6.11,2.8812480101878383e-05,2.2387
2008-08-17,2.25,2.25,6.11,3.082756346851302e-05,2.2387
2008-08-18,2.35,2.35,6.11,2.946859903381643e-05,2.23942
2008-08-19,2.3,2.3,6.11,3.0310457516339876e-05,2.23569
2008-08-20,2.24,2.24,6.14,3.0727630285152404e-05,2.2335
2008-08-21,2.45,2.45,5.99,2.69170579029734e-05,2.20349
2008-08-22,2.4,2.4,6.04,2.80952380952381e-05,2.20358
2008-08-23,2.31,2.31,5.98,2.8749595076125686e-05,2.20358
2008-08-24,2.38,2.38,5.98,2.7619047619047626e-05,2.20358
2008-08-25,2.18,2.18,6.02,2.991452991452991e-05,2.2234
2008-08-26,2.27,2.27,6.0,2.907732293697206e-05,2.23756
2008-08-27,2.27,2.27,6.02,2.923976608187134e-05,2.24835
2008-08-28,2.3,2.3,6.01,2.86634460547504e-05,2.24495
2008-08-29,2.39,2.39,6.0,2.6995305164319248e-05,2.23473
2008-08-30,2.26,2.26,6.03,2.9996712689020387e-05,2.23473
2008-08-31,2.4,2.4,6.0,2.8582930756843795e-05,2.23473
2008-09-01,2.35,2.35,6.01,2.86634460547504e-05,2.26833
2008-09-02,2.28,2.28,5.99,2.8017241379310348e-05,2.28613
2008-09-03,2.25,2.25,6.01,2.949346405228757e-05,2.3016
2008-09-04,2.25,2.25,5.98,2.9248366013071903e-05,2.3142
2008-09-05,2.23,2.23,6.02,2.991452991452991e-05,2.35285
2008-09-06,2.2,2.2,6.1,3.022875816993465e-05,2.35285
2008-09-07,2.35,2.35,6.1,3.022875816993465e-05,2.35285
2008-09-08,2.25,2.25,6.08,3.006535947712419e-05,2.36239
2008-09-09,2.3,2.3,6.03,3.0514096185737983e-05,2.4267
2008-09-10,2.25,2.25,6.07,3.173400673400673e-05,2.39568
2008-09-11,2.3,2.3,6.06,3.0762852404643446e-05,2.3989
2008-09-12,2.25,2.25,6.07,2.9983660130718955e-05,2.3063
2008-09-13,2.15,2.15,6.03,3.0514096185737983e-05,2.3063
2008-09-14,2.23,2.23,6.03,3.0514096185737983e-05,2.3063
2008-09-15,2.2,2.2,6.03,3.0514096185737983e-05,2.3129
2008-09-16,2.8,2.8,5.8,1.9444444444444445e-05,2.3373
2008-09-17,4.47,4.47,6.05,7.006118018551413e-06,2.325
2008-09-18,3.0,3.0,6.17,2.201388888888889e-05,2.30205
2008-09-19,2.25,2.25,6.07,2.9983660130718955e-05,2.2422
2008-09-20,2.5,2.5,5.95,7.3232323232323234e-06,2.2422
2008-09-21,4.0,4.0,5.95,4.291251384274645e-06,2.2422
2008-09-22,3.5,3.5,5.95,7.00700700700701e-06,2.20985
2008-09-23,3.0,3.0,5.86,1.705882352941177e-05,2.22065
2008-09-24,3.6,3.6,5.85,6.200396825396828e-06,2.23802
2008-09-25,4.0,4.0,5.95,7.3232323232323234e-06,2.2529
2008-09-26,4.5,4.5,5.96,4.178145087235999e-06,2.26303
2008-09-27,2.25,2.25,6.0,2.941176470588236e-05,2.26303
2008-09-28,4.2,4.2,6.0,8.909853249475895e-06,2.26303
2008-09-29,3.8,3.8,6.01,9.668803418803416e-06,2.31344
2008-09-30,4.5,4.5,6.04,2.307692307692307e-06,2.354
2008-10-01,4.55,4.55,6.15,5.602240896358542e-06,2.3783
2008-10-02,3.0,3.0,6.17,5.4166666666666685e-06,2.4259
2008-10-03,4.0,4.0,6.16,5.370370370370371e-06,2.4354
2008-10-04,3.5,3.5,6.1,2.564102564102561e-06,2.4354
2008-10-05,4.4,4.4,6.1,4.448075526506895e-06,2.4354
2008-10-06,4.0,4.0,6.1,8.080808080808077e-06,2.49795
2008-10-07,2.5,2.5,6.15,1.635802469135803e-05,2.47764
2008-10-08,5.0,5.0,6.16,-1.2592592592592593e-06,2.50976
2008-10-09,3.75,3.75,6.12,6.920077972709549e-06,2.47907
2008-10-10,4.0,4.0,6.32,1.269841269841273e-06,2.59441
2008-10-11,5.75,5.75,6.35,-1.433691756272402e-06,2.59441
2008-10-12,5.75,5.75,6.35,-1.433691756272402e-06,2.59441
2008-10-13,4.5,4.5,6.25,9.920634920634948e-07,2.56706
2008-10-14,4.0,4.0,6.15,2.7777777777777805e-06,2.48285
2008-10-15,3.25,3.25,6.24,5.740740740740744e-06,2.5458
2008-10-16,2.94,2.94,6.26,9.293300653594767e-06,2.61533
2008-10-17,2.75,2.75,6.33,1.1005291005291005e-05,2.60523
2008-10-18,2.15,2.15,6.25,1.7992424242424234e-05,2.60523
2008-10-19,3.5,3.5,6.25,1.25e-05,2.60523
2008-10-20,2.92,2.92,6.13,1.0530840318074362e-05,2.59126
2008-10-21,2.5,2.5,6.12,2.1666666666666667e-05,2.67096
2008-10-22,0.75,0.75,6.1,2.481481481481481e-05,2.84397
2008-10-23,1.0,1.0,6.12,3.814814814814815e-05,2.93392
2008-10-24,1.5,1.5,6.11,3.805555555555556e-05,2.94911
2008-10-25,1.75,1.75,6.0,2.407407407407408e-05,2.94911
2008-10-26,1.9,1.9,6.0,2.623456790123457e-05,2.94911
2008-10-27,1.9,1.9,5.9,2.5462962962962965e-05,3.02565
2008-10-28,1.5,1.5,6.06,3.7592592592592586e-05,2.85139
2008-10-29,2.1,2.1,6.06,3.0762852404643446e-05,2.66315
2008-10-30,0.65,0.65,6.08,4.003831417624521e-05,2.61099
2008-10-31,0.8,0.8,6.08,5.772946859903383e-05,2.73726
2008-11-01,1.75,1.75,6.1,2.481481481481481e-05,2.73726
2008-11-02,1.75,1.75,6.1,2.481481481481481e-05,2.73726
2008-11-03,0.75,0.75,6.1,5.987654320987654e-05,2.70446
2008-11-04,0.47,0.47,6.11,7.29875283446712e-05,2.68527
2008-11-05,0.74,0.74,6.05,7.063093243997767e-05,2.67709
2008-11-06,-0.9,-0.9,6.1,0.0001694444444444,2.72065
2008-11-07,-0.82,-0.82,6.0,6.944444444444444e-05,2.79417
2008-11-08,1.0,1.0,6.06,5.938271604938271e-05,2.79417
2008-11-09,1.0,1.0,6.06,5.938271604938271e-05,2.79417
2008-11-10,0.25,0.25,6.06,8.428571428571427e-05,2.78969
2008-11-11,0.42,0.42,6.15,5.395518975765891e-05,2.93823
2008-11-12,0.37,0.37,6.11,5.555555555555556e-05,2.94983
2008-11-13,0.7,0.7,6.1,7.083333333333332e-05,2.86804
2008-11-14,-0.9,-0.9,6.11,0.0001697222222222,2.86992
2008-11-15,0.7,0.7,6.0,6.944444444444444e-05,2.86992
2008-11-16,0.6,0.6,6.0,6.394129979035639e-05,2.86992
2008-11-17,0.5,0.5,6.0,2.777777777777778e-05,2.91717
2008-11-18,0.9,0.9,5.9,5.703048180924288e-05,2.99205
2008-11-19,0.77,0.77,6.15,6.546687532603027e-05,2.94703
2008-11-20,0.4,0.4,5.96,5.628019323671498e-05,3.02915
2008-11-21,0.8,0.8,6.01,6.494708994708994e-05,3.00395
2008-11-22,0.75,0.75,6.0,6.944444444444444e-05,3.00395
2008-11-23,0.75,0.75,6.0,6.944444444444444e-05,3.00395
2008-11-24,0.85,0.85,5.8,3.315412186379928e-05,2.96965
2008-11-25,1.07,1.07,5.9,5.4837164750957855e-05,2.88659
2008-11-26,1.0,1.0,5.5,4.4444444444444447e-05,2.89274
2008-11-27,1.1,1.1,5.79,4.476495726495727e-05,2.89225
2008-11-28,1.0,1.0,5.96,4.955555555555555e-05,2.89254
2008-11-29,0.75,0.75,5.83,6.708333333333333e-05,2.89254
2008-11-30,0.75,0.75,5.83,6.708333333333333e-05,2.89254
2008-12-01,0.9,0.9,5.84,5.858585858585858e-05,2.97421
2008-12-02,1.15,1.15,5.7,3.86904761904762e-05,3.00886
2008-12-03,1.1,1.1,5.81,5.446859903381642e-05,3.0112
2008-12-04,0.6,0.6,5.81,6.230158730158728e-05,2.9962
2008-12-05,0.6,0.6,5.81,6.230158730158728e-05,3.01561
2008-12-06,0.75,0.75,5.8,6.666666666666666e-05,3.01561
2008-12-07,0.75,0.75,5.8,6.666666666666666e-05,3.01561
2008-12-08,-0.85,-0.85,5.75,6.597222222222222e-05,2.98415
2008-12-09,0.4,0.4,5.74,7.623456790123457e-05,3.01154
2008-12-10,0.17,0.17,5.69,7.964033397559409e-05,3.00822
2008-12-11,0.1,0.1,5.71,3.234767025089606e-05,2.87927
2008-12-12,0.2,0.2,5.72,7.592592592592591e-05,2.89976
2008-12-13,0.25,0.25,5.73,6.569444444444445e-05,2.89976
2008-12-14,0.25,0.25,5.73,6.569444444444445e-05,2.89976
2008-12-15,0.2,0.2,5.7,8.854166666666666e-05,2.88969
2008-12-16,0.1,0.1,5.71,9.648148148148148e-05,2.84984
2008-12-17,0.1,0.1,5.45,0.0001215277777777,2.83215
2008-12-18,0.2,0.2,5.68,8.819444444444444e-05,2.81389
2008-12-19,0.1,0.1,5.62,9.48148148148148e-05,2.85266
2008-12-20,0.25,0.25,5.65,6.458333333333334e-05,2.85266
2008-12-21,0.25,0.25,5.65,6.458333333333334e-05,2.85266
2008-12-22,0.05,0.05,5.62,3.25136612021858e-05,2.88539
2008-12-23,0.5,0.5,5.65,6.458333333333334e-05,2.91261
2008-12-24,0.35,0.35,4.91,2.8831417624521075e-05,2.89981
2008-12-25,0.1,0.1,5.1,0.0001025641025641,2.89981
2008-12-26,0.1,0.1,5.1,0.0001025641025641,2.87419
2008-12-27,0.25,0.25,5.1,5.694444444444444e-05,2.87419
2008-12-28,0.25,0.25,5.1,5.694444444444444e-05,2.87419
2008-12-29,0.25,0.25,5.1,6.904761904761904e-05,2.8456
2008-12-30,0.5,0.5,5.25,6.359649122807018e-05,2.88366
2008-12-31,0.03,0.03,5.2,2.906123945727907e-05,2.92909
2009-01-01,0.25,0.25,5.2,5.833333333333333e-05,2.92909
2009-01-02,0.3,0.3,5.21,8.003472222222221e-05,2.95561
2009-01-03,0.43,0.43,5.2,7.788002726653035e-05,2.95561
2009-01-04,0.25,0.25,5.2,5.833333333333333e-05,2.95561
2009-01-05,0.05,0.05,5.21,0.0001,2.95673
2009-01-06,0.2,0.2,5.15,9.424603174603177e-05,2.91337
2009-01-07,0.2,0.2,5.05,8.425925925925925e-05,2.85534
2009-01-08,0.1,0.1,5.05,0.0001014957264957,2.92978
2009-01-09,0.2,0.2,5.01,8.351851851851852e-05,2.93232
2009-01-10,0.05,0.05,5.0,0.0001055555555555,2.93232
2009-01-11,0.25,0.25,5.0,5.555555555555556e-05,2.93232
2009-01-12,0.05,0.05,5.01,9.588477366255144e-05,2.99375
2009-01-13,0.1,0.1,5.04,9.206349206349207e-05,3.08549
2009-01-14,0.05,0.05,5.01,9.588477366255144e-05,3.08262
2009-01-15,0.1,0.1,5.01,9.146825396825396e-05,3.15674
2009-01-16,0.15,0.15,4.99,8.697318007662837e-05,3.11664
2009-01-17,0.1,0.1,5.02,9.166666666666668e-05,3.11664
2009-01-18,0.1,0.1,5.02,8.370370370370369e-05,3.11664
2009-01-19,0.02,0.02,4.94,2.68579838116262e-05,3.17965
2009-01-20,0.1,0.1,5.11,0.0001136574074074,3.3022
2009-01-21,0.1,0.1,5.05,9.226190476190476e-05,3.28273
2009-01-22,0.2,0.2,4.95,8.240740740740741e-05,3.2795
2009-01-23,0.25,0.25,4.85,8.82936507936508e-05,3.36408
2009-01-24,0.1,0.1,4.95,8.240740740740741e-05,3.36408
2009-01-25,0.1,0.1,4.95,8.240740740740741e-05,3.36408
2009-01-26,0.1,0.1,4.88,8.11111111111111e-05,3.28845
2009-01-27,0.1,0.1,4.7,7.777777777777778e-05,3.23395
2009-01-28,0.15,0.15,4.26,5.571428571428572e-05,3.25089
2009-01-29,0.23,0.23,4.27,5.684007707129094e-05,3.2935
2009-01-30,0.2,0.2,4.12,5.588235294117647e-05,3.40036
2009-01-31,0.18,0.18,4.0,6.012658227848101e-05,3.40036
2009-02-01,0.18,0.18,4.0,6.012658227848101e-05,3.40036
2009-02-02,0.3,0.3,4.23,6.302083333333335e-05,3.45148
2009-02-03,0.3,0.3,4.14,6.145833333333333e-05,3.4584
2009-02-04,0.3,0.3,4.15,6.75925925925926e-05,3.51397
2009-02-05,0.3,0.3,4.1,6.076388888888888e-05,3.57104
2009-02-06,0.3,0.3,4.16,5.412698412698413e-05,3.4715
2009-02-07,0.18,0.18,4.2,6.364275668073136e-05,3.4715
2009-02-08,0.18,0.18,4.2,6.364275668073136e-05,3.4715
2009-02-09,0.2,0.2,4.13,8.183760683760684e-05,3.37861
2009-02-10,0.3,0.3,4.15,6.163194444444444e-05,3.40081
2009-02-11,0.35,0.35,4.15,5.892255892255893e-05,3.47955
2009-02-12,0.22,0.22,4.2,8.164983164983165e-05,3.50246
2009-02-13,0.35,0.35,4.16,5.90909090909091e-05,3.54345
2009-02-14,0.3,0.3,4.12,6.703703703703704e-05,3.54345
2009-02-15,0.18,0.18,4.12,6.223628691983122e-05,3.54345
2009-02-16,0.3,0.3,4.16,6.180555555555556e-05,3.62164
2009-02-17,0.3,0.3,4.11,6.09375e-05,3.81447
2009-02-18,0.3,0.3,4.14,6.145833333333333e-05,3.77535
2009-02-19,0.4,0.4,4.13,6.415770609318996e-05,3.63949
2009-02-20,0.35,0.35,4.16,6.777777777777777e-05,3.63085
2009-02-21,0.25,0.25,4.1,7.716049382716048e-05,3.63085
2009-02-22,0.2,0.2,4.1,6.076388888888888e-05,3.63085
2009-02-23,0.2,0.2,4.0,7.142857142857143e-05,3.55868
2009-02-24,0.2,0.2,3.68,7.22222222222222e-05,3.56601
2009-02-25,0.2,0.2,3.6,6.349206349206349e-05,3.5407
2009-02-26,0.3,0.3,3.5,5.034722222222222e-05,3.65133
2009-02-27,0.2,0.2,3.9,7.692307692307691e-05,3.62394
2009-02-28,0.2,0.2,3.7,7.264957264957265e-05,3.62394
2009-03-01,0.2,0.2,3.7,5.381944444444445e-05,3.62394
2009-03-02,0.2,0.2,3.71,5.399305555555555e-05,3.72289
2009-03-03,0.35,0.35,3.75,5.7347670250896056e-05,3.71311
2009-03-04,0.3,0.3,3.69,5.907407407407408e-05,3.68125
2009-03-05,0.25,0.25,3.4,5.1075268817204304e-05,3.67938
2009-03-06,0.35,0.35,3.61,5.483870967741934e-05,3.64155
2009-03-07,0.3,0.3,3.1,5.658436213991769e-05,3.64155
2009-03-08,0.2,0.2,3.1,4.340277777777776e-05,3.64155
